measurement_id,sensor,measured_at,humdity,weather_measured_at,weather_himidity,weather_precipitation,weather_cloud,weather_temperature,weather_uv_index,weather_pressure
73,MAIN,2023-04-18 15:53:41.574135,39.967,2023-04-18 15:45:00.000000,55,0.0,25,14.0,3.0,1025.00
74,MAIN,2023-04-18 15:58:43.051105,40.083,2023-04-18 15:45:00.000000,55,0.0,25,14.0,3.0,1025.00
75,MAIN,2023-04-18 16:03:44.586642,40.167,2023-04-18 16:00:00.000000,55,0.0,0,14.0,4.0,1025.00
76,MAIN,2023-04-18 16:08:46.053279,40.133,2023-04-18 16:00:00.000000,55,0.0,25,14.0,4.0,1025.00
77,MAIN,2023-04-18 16:13:47.546052,48.117,2023-04-18 16:00:00.000000,55,0.0,25,14.0,4.0,1025.00
78,MAIN,2023-04-18 16:18:49.099609,47.933,2023-04-18 16:15:00.000000,55,0.0,0,14.0,4.0,1025.00
79,MAIN,2023-04-18 16:23:50.811792,48.150,2023-04-18 16:15:00.000000,55,0.0,0,14.0,4.0,1025.00
80,MAIN,2023-04-18 16:28:52.760277,47.267,2023-04-18 16:15:00.000000,55,0.0,0,14.0,4.0,1025.00
81,MAIN,2023-04-18 16:33:54.580121,47.033,2023-04-18 16:30:00.000000,55,0.0,25,14.0,4.0,1025.00
82,MAIN,2023-04-18 16:38:56.377125,47.217,2023-04-18 16:30:00.000000,55,0.0,25,14.0,4.0,1025.00
83,MAIN,2023-04-18 16:43:58.120555,46.983,2023-04-18 16:30:00.000000,59,0.0,75,14.0,4.0,1025.00
84,MAIN,2023-04-18 16:49:00.051576,46.750,2023-04-18 16:45:00.000000,55,0.0,25,14.0,4.0,1025.00
85,MAIN,2023-04-18 16:54:01.804947,47.317,2023-04-18 16:45:00.000000,55,0.0,25,14.0,4.0,1025.00
86,MAIN,2023-04-18 16:59:03.562350,46.833,2023-04-18 16:45:00.000000,55,0.0,25,14.0,4.0,1025.00
87,MAIN,2023-04-18 17:04:18.908215,46.883,2023-04-18 17:00:00.000000,55,0.0,25,14.0,3.0,1025.00
88,MAIN,2023-04-18 17:09:06.379025,46.683,2023-04-18 17:00:00.000000,55,0.0,25,14.0,3.0,1025.00
89,MAIN,2023-04-18 17:14:08.101034,46.650,2023-04-18 17:00:00.000000,59,0.0,75,14.0,1.0,1025.00
90,MAIN,2023-04-18 17:19:09.959492,46.500,2023-04-18 17:15:00.000000,59,0.0,0,14.0,3.0,1025.00
91,MAIN,2023-04-18 17:24:11.746688,46.367,2023-04-18 17:15:00.000000,59,0.0,0,14.0,3.0,1025.00
92,MAIN,2023-04-18 17:29:13.512530,46.700,2023-04-18 17:15:00.000000,59,0.0,0,14.0,3.0,1025.00
93,MAIN,2023-04-18 17:34:15.300967,46.317,2023-04-18 17:30:00.000000,59,0.0,0,14.0,3.0,1025.00
94,MAIN,2023-04-18 17:39:17.081521,46.633,2023-04-18 17:30:00.000000,62,0.0,0,13.0,3.0,1025.00
95,MAIN,2023-04-18 17:44:18.990343,46.583,2023-04-18 17:30:00.000000,59,0.0,0,14.0,3.0,1025.00
96,MAIN,2023-04-18 17:49:20.723237,46.367,2023-04-18 17:45:00.000000,59,0.0,0,14.0,3.0,1025.00
97,MAIN,2023-04-18 17:54:22.494375,46.667,2023-04-18 17:45:00.000000,59,0.0,0,14.0,3.0,1025.00
98,MAIN,2023-04-18 17:59:24.271128,46.067,2023-04-18 17:45:00.000000,59,0.0,0,14.0,3.0,1025.00
99,MAIN,2023-04-18 18:04:26.087723,46.383,2023-04-18 18:00:00.000000,59,0.0,0,14.0,3.0,1025.00
100,MAIN,2023-04-18 18:09:27.814494,46.167,2023-04-18 18:00:00.000000,59,0.0,0,14.0,3.0,1025.00
101,MAIN,2023-04-18 18:14:29.603823,46.233,2023-04-18 18:00:00.000000,59,0.0,0,14.0,3.0,1025.00
102,MAIN,2023-04-18 18:19:31.387819,46.433,2023-04-18 18:15:00.000000,58,0.0,0,13.0,3.0,1025.00
103,MAIN,2023-04-18 18:24:33.146508,46.383,2023-04-18 18:15:00.000000,58,0.0,0,13.0,3.0,1025.00
104,MAIN,2023-04-18 18:29:34.934595,46.517,2023-04-18 18:15:00.000000,62,0.0,0,13.0,3.0,1025.00
105,MAIN,2023-04-18 18:34:36.933008,46.433,2023-04-18 18:30:00.000000,62,0.0,0,13.0,3.0,1025.00
106,MAIN,2023-04-18 18:39:38.695206,45.817,2023-04-18 18:30:00.000000,62,0.0,0,13.0,3.0,1025.00
107,MAIN,2023-04-18 18:44:40.455672,45.983,2023-04-18 18:30:00.000000,62,0.0,0,13.0,3.0,1025.00
108,MAIN,2023-04-18 18:49:42.225528,45.850,2023-04-18 18:45:00.000000,62,0.0,0,13.0,3.0,1025.00
109,MAIN,2023-04-18 18:54:44.153685,46.050,2023-04-18 18:45:00.000000,62,0.0,0,13.0,3.0,1025.00
110,MAIN,2023-04-18 18:59:45.893629,46.017,2023-04-18 18:45:00.000000,62,0.0,0,13.0,3.0,1025.00
111,MAIN,2023-04-18 19:04:47.906307,45.917,2023-04-18 19:00:00.000000,62,0.0,0,13.0,1.0,1025.00
112,MAIN,2023-04-18 19:09:49.787619,45.650,2023-04-18 19:00:00.000000,62,0.0,0,13.0,1.0,1025.00
113,MAIN,2023-04-18 19:14:51.639695,45.833,2023-04-18 19:00:00.000000,62,0.0,0,13.0,1.0,1025.00
114,MAIN,2023-04-18 19:19:53.442328,45.900,2023-04-18 19:15:00.000000,67,0.0,0,12.0,1.0,1025.00
115,MAIN,2023-04-18 19:24:55.188723,45.700,2023-04-18 19:15:00.000000,67,0.0,0,12.0,1.0,1025.00
116,MAIN,2023-04-18 19:29:56.969734,45.567,2023-04-18 19:15:00.000000,67,0.0,0,12.0,1.0,1025.00
117,MAIN,2023-04-18 19:34:58.769362,45.700,2023-04-18 19:30:00.000000,67,0.0,0,12.0,1.0,1025.00
118,MAIN,2023-04-18 19:40:00.632041,45.617,2023-04-18 19:30:00.000000,66,0.0,0,11.0,1.0,1026.00
119,MAIN,2023-04-18 19:45:02.388307,45.317,2023-04-18 19:30:00.000000,67,0.0,0,12.0,1.0,1025.00
120,MAIN,2023-04-18 19:50:04.628282,45.550,2023-04-18 19:45:00.000000,67,0.0,0,12.0,1.0,1025.00
121,MAIN,2023-04-18 19:55:06.514325,45.433,2023-04-18 19:45:00.000000,67,0.0,0,12.0,1.0,1025.00
122,MAIN,2023-04-18 20:00:08.362855,45.433,2023-04-18 20:00:00.000000,67,0.0,0,12.0,1.0,1025.00
123,MAIN,2023-04-18 20:05:10.210972,45.233,2023-04-18 20:00:00.000000,67,0.0,0,12.0,1.0,1025.00
124,MAIN,2023-04-18 20:10:12.022578,45.017,2023-04-18 20:00:00.000000,67,0.0,0,12.0,1.0,1025.00
125,MAIN,2023-04-18 20:15:13.762509,45.417,2023-04-18 20:00:00.000000,67,0.0,0,12.0,1.0,1025.00
126,MAIN,2023-04-18 20:20:15.631453,45.500,2023-04-18 20:15:00.000000,66,0.0,0,11.0,1.0,1026.00
127,MAIN,2023-04-18 20:25:17.434421,45.250,2023-04-18 20:15:00.000000,66,0.0,0,11.0,1.0,1026.00
128,MAIN,2023-04-18 20:30:19.222974,45.117,2023-04-18 20:30:00.000000,66,0.0,0,11.0,1.0,1026.00
129,MAIN,2023-04-18 20:35:21.107165,45.217,2023-04-18 20:30:00.000000,66,0.0,75,11.0,1.0,1026.00
130,MAIN,2023-04-18 20:40:22.841625,44.917,2023-04-18 20:30:00.000000,66,0.0,25,11.0,1.0,1026.00
131,MAIN,2023-04-18 20:45:24.642900,44.833,2023-04-18 20:45:00.000000,66,0.0,25,11.0,1.0,1026.00
132,MAIN,2023-04-18 20:50:26.541986,44.733,2023-04-18 20:45:00.000000,66,0.0,25,11.0,1.0,1026.00
133,MAIN,2023-04-18 20:55:28.548531,45.000,2023-04-18 20:45:00.000000,66,0.0,25,11.0,1.0,1026.00
134,MAIN,2023-04-18 21:00:30.378520,45.200,2023-04-18 20:45:00.000000,66,0.0,25,11.0,1.0,1026.00
135,MAIN,2023-04-18 21:05:32.220259,45.283,2023-04-18 21:00:00.000000,66,0.0,25,11.0,1.0,1026.00
136,MAIN,2023-04-18 21:10:34.301246,45.150,2023-04-18 21:00:00.000000,66,0.0,25,11.0,1.0,1026.00
137,MAIN,2023-04-18 21:15:36.180794,45.050,2023-04-18 21:15:00.000000,66,0.0,25,11.0,1.0,1026.00
138,MAIN,2023-04-18 21:20:37.994274,45.050,2023-04-18 21:15:00.000000,66,0.0,75,11.0,1.0,1026.00
139,MAIN,2023-04-18 21:25:39.880639,44.600,2023-04-18 21:15:00.000000,66,0.0,100,11.0,1.0,1026.00
140,MAIN,2023-04-18 21:30:41.794385,44.817,2023-04-18 21:30:00.000000,66,0.0,100,11.0,1.0,1026.00
141,MAIN,2023-04-18 21:35:43.512553,44.567,2023-04-18 21:30:00.000000,66,0.0,100,11.0,1.0,1026.00
142,MAIN,2023-04-18 21:40:45.294540,45.050,2023-04-18 21:30:00.000000,66,0.0,100,11.0,1.0,1026.00
143,MAIN,2023-04-18 21:45:47.073041,44.283,2023-04-18 21:45:00.000000,66,0.0,100,11.0,1.0,1026.00
144,MAIN,2023-04-18 21:50:48.859932,44.517,2023-04-18 21:45:00.000000,66,0.0,100,11.0,1.0,1026.00
145,MAIN,2023-04-18 21:55:50.585086,44.650,2023-04-18 21:45:00.000000,66,0.0,100,11.0,1.0,1026.00
146,MAIN,2023-04-18 22:00:52.358337,44.633,2023-04-18 21:45:00.000000,66,0.0,100,11.0,1.0,1026.00
147,MAIN,2023-04-18 22:05:54.179369,44.333,2023-04-18 22:00:00.000000,66,0.0,100,11.0,1.0,1026.00
148,MAIN,2023-04-18 22:10:55.951700,44.350,2023-04-18 22:00:00.000000,66,0.0,100,11.0,1.0,1026.00
149,MAIN,2023-04-18 22:15:57.722091,44.600,2023-04-18 22:15:00.000000,66,0.0,100,11.0,1.0,1026.00
150,MAIN,2023-04-18 22:20:59.526343,44.650,2023-04-18 22:15:00.000000,66,0.0,100,11.0,1.0,1026.00
151,MAIN,2023-04-18 22:26:01.314424,44.067,2023-04-18 22:15:00.000000,66,0.0,100,11.0,1.0,1026.00
152,MAIN,2023-04-18 22:31:03.079271,44.083,2023-04-18 22:30:00.000000,66,0.0,100,11.0,1.0,1026.00
153,MAIN,2023-04-18 22:36:04.957851,44.867,2023-04-18 22:30:00.000000,66,0.0,100,11.0,1.0,1026.00
154,MAIN,2023-04-18 22:41:06.722157,44.033,2023-04-18 22:30:00.000000,66,0.0,100,11.0,1.0,1026.00
155,MAIN,2023-04-18 22:46:08.490472,44.167,2023-04-18 22:45:00.000000,66,0.0,100,11.0,1.0,1026.00
156,MAIN,2023-04-18 22:51:10.255813,44.450,2023-04-18 22:45:00.000000,66,0.0,100,11.0,1.0,1026.00
157,MAIN,2023-04-18 22:56:12.106443,44.200,2023-04-18 22:45:00.000000,66,0.0,100,11.0,1.0,1026.00
158,MAIN,2023-04-18 23:01:14.137867,44.450,2023-04-18 23:00:00.000000,66,0.0,100,11.0,1.0,1026.00
159,MAIN,2023-04-18 23:06:16.099388,44.117,2023-04-18 23:00:00.000000,66,0.0,100,11.0,1.0,1026.00
160,MAIN,2023-04-18 23:11:17.871305,44.350,2023-04-18 23:00:00.000000,66,0.0,100,11.0,1.0,1026.00
161,MAIN,2023-04-18 23:16:19.640379,44.017,2023-04-18 23:15:00.000000,66,0.0,100,11.0,1.0,1026.00
162,MAIN,2023-04-18 23:21:21.681382,44.417,2023-04-18 23:15:00.000000,66,0.0,100,11.0,1.0,1026.00
163,MAIN,2023-04-18 23:26:23.420393,44.267,2023-04-18 23:15:00.000000,66,0.0,100,11.0,1.0,1026.00
164,MAIN,2023-04-18 23:31:25.176618,43.900,2023-04-18 23:30:00.000000,66,0.0,100,11.0,1.0,1026.00
165,MAIN,2023-04-18 23:36:26.966505,44.267,2023-04-18 23:30:00.000000,66,0.0,100,11.0,1.0,1026.00
166,MAIN,2023-04-18 23:41:28.751495,44.100,2023-04-18 23:30:00.000000,66,0.0,100,11.0,1.0,1026.00
167,MAIN,2023-04-18 23:46:30.526317,44.300,2023-04-18 23:45:00.000000,66,0.0,100,11.0,1.0,1026.00
168,MAIN,2023-04-18 23:51:32.297629,44.167,2023-04-18 23:45:00.000000,66,0.0,100,11.0,1.0,1026.00
169,MAIN,2023-04-18 23:56:34.065893,43.917,2023-04-18 23:45:00.000000,66,0.0,100,11.0,1.0,1026.00
170,MAIN,2023-04-19 00:01:35.928557,44.033,2023-04-19 00:00:00.000000,66,0.0,100,11.0,1.0,1026.00
171,MAIN,2023-04-19 00:06:37.728186,43.800,2023-04-19 00:00:00.000000,66,0.0,100,11.0,1.0,1026.00
172,MAIN,2023-04-19 00:11:39.506742,43.917,2023-04-19 00:00:00.000000,66,0.0,100,11.0,1.0,1026.00
173,MAIN,2023-04-19 00:16:41.293078,43.817,2023-04-19 00:15:00.000000,71,0.0,100,11.0,1.0,1026.00
174,MAIN,2023-04-19 00:21:43.072609,44.000,2023-04-19 00:15:00.000000,71,0.0,100,11.0,1.0,1026.00
175,MAIN,2023-04-19 00:26:44.827722,43.733,2023-04-19 00:15:00.000000,71,0.0,100,11.0,1.0,1026.00
176,MAIN,2023-04-19 00:31:46.632529,43.733,2023-04-19 00:30:00.000000,71,0.0,100,11.0,1.0,1026.00
177,MAIN,2023-04-19 00:36:48.395434,43.417,2023-04-19 00:30:00.000000,71,0.0,100,11.0,1.0,1026.00
178,MAIN,2023-04-19 00:41:50.333846,44.100,2023-04-19 00:30:00.000000,71,0.0,100,11.0,1.0,1026.00
179,MAIN,2023-04-19 00:46:52.072094,43.800,2023-04-19 00:45:00.000000,71,0.0,100,11.0,1.0,1026.00
180,MAIN,2023-04-19 00:51:53.847125,43.600,2023-04-19 00:45:00.000000,71,0.0,100,11.0,1.0,1026.00
181,MAIN,2023-04-19 00:56:55.617405,43.767,2023-04-19 00:45:00.000000,71,0.0,100,11.0,1.0,1026.00
182,MAIN,2023-04-19 01:01:57.450748,44.017,2023-04-19 01:00:00.000000,71,0.0,100,11.0,1.0,1026.00
183,MAIN,2023-04-19 01:06:59.258108,43.767,2023-04-19 01:00:00.000000,71,0.0,100,11.0,1.0,1026.00
184,MAIN,2023-04-19 01:12:01.166148,43.683,2023-04-19 01:00:00.000000,71,0.0,100,11.0,1.0,1026.00
185,MAIN,2023-04-19 01:17:02.921011,44.033,2023-04-19 01:15:00.000000,71,0.0,100,11.0,1.0,1026.00
186,MAIN,2023-04-19 01:22:04.932766,43.400,2023-04-19 01:15:00.000000,71,0.0,100,11.0,1.0,1026.00
187,MAIN,2023-04-19 01:27:06.699687,43.500,2023-04-19 01:15:00.000000,71,0.0,100,11.0,1.0,1026.00
188,MAIN,2023-04-19 01:32:08.462795,43.650,2023-04-19 01:30:00.000000,71,0.0,100,11.0,1.0,1026.00
189,MAIN,2023-04-19 01:37:10.469130,43.367,2023-04-19 01:30:00.000000,71,0.0,100,11.0,1.0,1026.00
190,MAIN,2023-04-19 01:42:12.201989,43.667,2023-04-19 01:30:00.000000,71,0.0,100,11.0,1.0,1026.00
191,MAIN,2023-04-19 01:47:14.006246,43.067,2023-04-19 01:45:00.000000,71,0.0,100,11.0,1.0,1026.00
192,MAIN,2023-04-19 01:52:15.896805,43.400,2023-04-19 01:45:00.000000,71,0.0,100,11.0,1.0,1026.00
193,MAIN,2023-04-19 01:57:17.633631,43.567,2023-04-19 01:45:00.000000,71,0.0,100,11.0,1.0,1026.00
194,MAIN,2023-04-19 02:02:19.621036,43.700,2023-04-19 02:00:00.000000,71,0.0,100,11.0,1.0,1026.00
195,MAIN,2023-04-19 02:07:21.387417,43.467,2023-04-19 02:00:00.000000,71,0.0,100,11.0,1.0,1026.00
196,MAIN,2023-04-19 02:12:23.186173,43.300,2023-04-19 02:00:00.000000,71,0.0,100,11.0,1.0,1026.00
197,MAIN,2023-04-19 02:17:24.971053,43.250,2023-04-19 02:15:00.000000,71,0.0,100,11.0,1.0,1026.00
198,MAIN,2023-04-19 02:22:26.734441,43.433,2023-04-19 02:15:00.000000,71,0.0,100,11.0,1.0,1026.00
199,MAIN,2023-04-19 02:27:28.510436,43.550,2023-04-19 02:15:00.000000,71,0.0,100,11.0,1.0,1026.00
200,MAIN,2023-04-19 02:32:30.287205,43.850,2023-04-19 02:30:00.000000,76,0.0,100,11.0,1.0,1025.00
201,MAIN,2023-04-19 02:37:32.057142,43.750,2023-04-19 02:30:00.000000,76,0.0,100,11.0,1.0,1025.00
202,MAIN,2023-04-19 02:42:33.958601,43.583,2023-04-19 02:30:00.000000,76,0.0,100,11.0,1.0,1025.00
203,MAIN,2023-04-19 02:47:35.722327,43.083,2023-04-19 02:45:00.000000,76,0.0,100,11.0,1.0,1025.00
204,MAIN,2023-04-19 02:52:37.488533,43.367,2023-04-19 02:45:00.000000,76,0.0,100,11.0,1.0,1025.00
205,MAIN,2023-04-19 02:57:39.269575,43.500,2023-04-19 02:45:00.000000,76,0.0,100,11.0,1.0,1025.00
206,MAIN,2023-04-19 03:02:41.049625,43.250,2023-04-19 03:00:00.000000,76,0.0,100,11.0,1.0,1025.00
207,MAIN,2023-04-19 03:07:42.827543,43.367,2023-04-19 03:00:00.000000,76,0.0,100,11.0,1.0,1025.00
208,MAIN,2023-04-19 03:12:44.601390,43.083,2023-04-19 03:00:00.000000,76,0.0,100,11.0,1.0,1025.00
209,MAIN,2023-04-19 03:17:46.506697,43.133,2023-04-19 03:15:00.000000,76,0.0,100,11.0,1.0,1025.00
210,MAIN,2023-04-19 03:22:48.494515,43.300,2023-04-19 03:15:00.000000,76,0.0,100,11.0,1.0,1025.00
211,MAIN,2023-04-19 03:27:50.239580,43.483,2023-04-19 03:15:00.000000,76,0.0,75,10.0,1.0,1026.00
212,MAIN,2023-04-19 03:32:52.023673,43.350,2023-04-19 03:30:00.000000,76,0.0,100,11.0,1.0,1025.00
213,MAIN,2023-04-19 03:37:53.794103,42.917,2023-04-19 03:30:00.000000,76,0.0,100,11.0,1.0,1025.00
214,MAIN,2023-04-19 03:42:55.557926,43.283,2023-04-19 03:30:00.000000,76,0.0,100,11.0,1.0,1025.00
215,MAIN,2023-04-19 03:47:57.339902,43.400,2023-04-19 03:45:00.000000,76,0.0,100,11.0,1.0,1025.00
216,MAIN,2023-04-19 03:52:59.110538,43.000,2023-04-19 03:45:00.000000,76,0.0,100,11.0,1.0,1025.00
217,MAIN,2023-04-19 03:58:00.938273,43.733,2023-04-19 03:45:00.000000,76,0.0,100,11.0,1.0,1025.00
218,MAIN,2023-04-19 04:03:02.896333,43.067,2023-04-19 04:00:00.000000,76,0.0,100,11.0,1.0,1025.00
219,MAIN,2023-04-19 04:08:04.655033,43.167,2023-04-19 04:00:00.000000,76,0.0,100,11.0,1.0,1025.00
220,MAIN,2023-04-19 04:13:06.417018,43.333,2023-04-19 04:00:00.000000,81,0.0,75,9.0,1.0,1026.00
221,MAIN,2023-04-19 04:18:08.208843,43.533,2023-04-19 04:15:00.000000,76,0.0,100,11.0,1.0,1025.00
222,MAIN,2023-04-19 04:23:09.990408,43.283,2023-04-19 04:15:00.000000,76,0.0,100,11.0,1.0,1025.00
223,MAIN,2023-04-19 04:28:11.746470,42.917,2023-04-19 04:15:00.000000,76,0.0,75,10.0,1.0,1025.00
224,MAIN,2023-04-19 04:33:13.541230,43.217,2023-04-19 04:30:00.000000,76,0.0,100,10.0,1.0,1025.00
225,MAIN,2023-04-19 04:38:15.288416,43.167,2023-04-19 04:30:00.000000,76,0.0,100,10.0,1.0,1025.00
226,MAIN,2023-04-19 04:43:17.194660,43.167,2023-04-19 04:30:00.000000,76,0.0,100,10.0,1.0,1025.00
227,MAIN,2023-04-19 04:48:19.060687,43.217,2023-04-19 04:45:00.000000,76,0.0,100,10.0,1.0,1025.00
228,MAIN,2023-04-19 04:53:20.886827,43.367,2023-04-19 04:45:00.000000,76,0.0,100,10.0,1.0,1025.00
229,MAIN,2023-04-19 04:58:22.707900,42.917,2023-04-19 04:45:00.000000,76,0.0,100,10.0,1.0,1025.00
230,MAIN,2023-04-19 05:03:24.648519,42.983,2023-04-19 05:00:00.000000,76,0.0,100,10.0,3.0,1025.00
231,MAIN,2023-04-19 05:08:26.382993,43.083,2023-04-19 05:00:00.000000,76,0.0,100,10.0,3.0,1025.00
232,MAIN,2023-04-19 05:13:28.158336,42.983,2023-04-19 05:00:00.000000,76,0.0,100,10.0,3.0,1025.00
233,MAIN,2023-04-19 05:18:30.036546,42.683,2023-04-19 05:15:00.000000,76,0.0,100,10.0,3.0,1025.00
234,MAIN,2023-04-19 05:23:31.800424,42.917,2023-04-19 05:15:00.000000,76,0.0,100,10.0,3.0,1025.00
235,MAIN,2023-04-19 05:28:33.578530,42.917,2023-04-19 05:15:00.000000,76,0.0,100,10.0,3.0,1025.00
236,MAIN,2023-04-19 05:33:35.357755,42.950,2023-04-19 05:30:00.000000,71,0.0,100,10.0,3.0,1025.00
237,MAIN,2023-04-19 05:38:37.123841,43.217,2023-04-19 05:30:00.000000,66,0.0,75,10.0,3.0,1025.00
238,MAIN,2023-04-19 05:43:38.899789,42.967,2023-04-19 05:30:00.000000,71,0.0,100,10.0,3.0,1025.00
239,MAIN,2023-04-19 05:48:41.729858,43.300,2023-04-19 05:45:00.000000,71,0.0,100,10.0,3.0,1025.00
240,MAIN,2023-04-19 05:53:43.496034,42.717,2023-04-19 05:45:00.000000,71,0.0,100,10.0,3.0,1025.00
241,MAIN,2023-04-19 05:58:45.282002,43.317,2023-04-19 05:45:00.000000,66,0.0,75,10.0,3.0,1025.00
242,MAIN,2023-04-19 06:03:47.053925,43.133,2023-04-19 06:00:00.000000,66,0.0,75,10.0,3.0,1025.00
243,MAIN,2023-04-19 06:08:48.809379,42.900,2023-04-19 06:00:00.000000,71,0.0,100,10.0,3.0,1025.00
244,MAIN,2023-04-19 06:13:50.600093,42.767,2023-04-19 06:00:00.000000,66,0.0,75,10.0,3.0,1025.00
245,MAIN,2023-04-19 06:18:52.467072,42.817,2023-04-19 06:15:00.000000,71,0.0,75,10.0,3.0,1025.00
246,MAIN,2023-04-19 06:23:54.242127,42.717,2023-04-19 06:15:00.000000,71,0.0,75,10.0,3.0,1025.00
247,MAIN,2023-04-19 06:28:56.034610,42.517,2023-04-19 06:15:00.000000,71,0.0,75,10.0,3.0,1025.00
248,MAIN,2023-04-19 06:33:57.818051,42.817,2023-04-19 06:30:00.000000,66,0.0,100,10.0,3.0,1025.00
249,MAIN,2023-04-19 06:38:59.690389,43.067,2023-04-19 06:30:00.000000,62,0.0,0,10.0,3.0,1025.00
250,MAIN,2023-04-19 06:44:01.449573,42.933,2023-04-19 06:30:00.000000,66,0.0,100,10.0,3.0,1025.00
251,MAIN,2023-04-19 06:49:03.373079,42.683,2023-04-19 06:45:00.000000,62,0.0,0,10.0,3.0,1025.00
252,MAIN,2023-04-19 06:54:05.131020,42.650,2023-04-19 06:45:00.000000,66,0.0,100,10.0,3.0,1025.00
253,MAIN,2023-04-19 06:59:06.981485,42.767,2023-04-19 06:45:00.000000,66,0.0,100,10.0,3.0,1025.00
254,MAIN,2023-04-19 07:04:08.796195,42.833,2023-04-19 07:00:00.000000,66,0.0,100,10.0,4.0,1025.00
255,MAIN,2023-04-19 07:09:10.652175,43.050,2023-04-19 07:00:00.000000,66,0.0,100,10.0,4.0,1025.00
256,MAIN,2023-04-19 07:14:12.413636,42.817,2023-04-19 07:00:00.000000,66,0.0,100,10.0,4.0,1025.00
257,MAIN,2023-04-19 07:19:14.328780,42.717,2023-04-19 07:15:00.000000,62,0.0,0,10.0,4.0,1025.00
258,MAIN,2023-04-19 07:24:16.103094,42.750,2023-04-19 07:15:00.000000,62,0.0,0,10.0,4.0,1025.00
259,MAIN,2023-04-19 07:29:17.932111,42.767,2023-04-19 07:15:00.000000,62,0.0,0,10.0,4.0,1025.00
260,MAIN,2023-04-19 07:34:19.735225,42.633,2023-04-19 07:30:00.000000,62,0.0,0,11.0,4.0,1025.00
261,MAIN,2023-04-19 07:39:21.511349,42.617,2023-04-19 07:30:00.000000,62,0.0,0,11.0,4.0,1025.00
262,MAIN,2023-04-19 07:44:23.295648,42.400,2023-04-19 07:30:00.000000,62,0.0,0,11.0,4.0,1025.00
263,MAIN,2023-04-19 07:49:25.057551,42.583,2023-04-19 07:45:00.000000,62,0.0,0,11.0,4.0,1025.00
264,MAIN,2023-04-19 07:54:26.847970,42.533,2023-04-19 07:45:00.000000,62,0.0,0,11.0,4.0,1025.00
265,MAIN,2023-04-19 07:59:28.604345,42.600,2023-04-19 07:45:00.000000,62,0.0,0,11.0,4.0,1025.00
266,MAIN,2023-04-19 08:04:30.399132,42.750,2023-04-19 08:00:00.000000,62,0.0,0,11.0,4.0,1025.00
267,MAIN,2023-04-19 08:09:32.190733,42.967,2023-04-19 08:00:00.000000,62,0.0,0,11.0,4.0,1025.00
268,MAIN,2023-04-19 08:14:33.941288,42.650,2023-04-19 08:00:00.000000,62,0.0,0,11.0,4.0,1025.00
269,MAIN,2023-04-19 08:19:35.738026,42.667,2023-04-19 08:15:00.000000,58,0.0,0,11.0,4.0,1025.00
270,MAIN,2023-04-19 08:24:37.593674,42.550,2023-04-19 08:15:00.000000,58,0.0,0,11.0,4.0,1025.00
271,MAIN,2023-04-19 08:29:39.542435,43.000,2023-04-19 08:15:00.000000,54,0.0,0,11.0,4.0,1025.00
272,MAIN,2023-04-19 08:34:41.367719,42.867,2023-04-19 08:30:00.000000,50,0.0,0,12.0,4.0,1025.00
273,MAIN,2023-04-19 08:39:43.154608,42.633,2023-04-19 08:30:00.000000,50,0.0,0,12.0,4.0,1025.00
274,MAIN,2023-04-19 08:44:45.142382,42.583,2023-04-19 08:30:00.000000,50,0.0,0,12.0,4.0,1025.00
275,MAIN,2023-04-19 08:49:47.328767,42.800,2023-04-19 08:45:00.000000,50,0.0,0,12.0,4.0,1025.00
276,MAIN,2023-04-19 08:54:49.363847,42.800,2023-04-19 08:45:00.000000,50,0.0,0,12.0,4.0,1025.00
277,MAIN,2023-04-19 08:59:51.362621,42.833,2023-04-19 08:45:00.000000,50,0.0,0,12.0,4.0,1025.00
278,MAIN,2023-04-19 09:04:53.264473,42.633,2023-04-19 09:00:00.000000,50,0.0,0,12.0,4.0,1025.00
279,MAIN,2023-04-19 09:09:55.147555,42.683,2023-04-19 09:00:00.000000,50,0.0,0,12.0,4.0,1025.00
280,MAIN,2023-04-19 09:14:57.000036,42.983,2023-04-19 09:00:00.000000,50,0.0,0,12.0,4.0,1025.00
281,MAIN,2023-04-19 09:19:58.764221,42.900,2023-04-19 09:15:00.000000,50,0.0,0,12.0,4.0,1025.00
282,MAIN,2023-04-19 09:25:00.639491,42.850,2023-04-19 09:15:00.000000,50,0.0,0,12.0,4.0,1025.00
283,MAIN,2023-04-19 09:30:02.444941,42.750,2023-04-19 09:30:00.000000,50,0.0,0,12.0,4.0,1025.00
284,MAIN,2023-04-19 09:35:04.231142,43.133,2023-04-19 09:30:00.000000,47,0.0,0,12.0,4.0,1025.00
285,MAIN,2023-04-19 09:40:06.025319,42.733,2023-04-19 09:30:00.000000,47,0.0,0,12.0,4.0,1025.00
286,MAIN,2023-04-19 09:45:07.779988,42.767,2023-04-19 09:45:00.000000,47,0.0,0,12.0,4.0,1025.00
287,MAIN,2023-04-19 09:50:09.686413,42.483,2023-04-19 09:45:00.000000,47,0.0,0,12.0,4.0,1025.00
288,MAIN,2023-04-19 09:55:11.515886,42.917,2023-04-19 09:45:00.000000,47,0.0,0,12.0,4.0,1025.00
289,MAIN,2023-04-19 10:00:13.289822,42.750,2023-04-19 10:00:00.000000,47,0.0,0,12.0,4.0,1025.00
