measurement_id,measured_at,s1_humidity,s2_humidity,s3_humidity,weather_measured_at,weather_humidity,weather_precipitation,weather_cloud,weather_temperature,weather_uv_index,weather_pressure
22288,2023-06-06 15:31:18.631700,59.060,167.460,70.750,2023-06-06 15:30:00.000000,34,0.0,0,25.0,5.0,1018.00
22285,2023-06-06 15:26:16.913879,59.610,167.590,70.800,2023-06-06 15:15:00.000000,30,0.0,0,26.0,5.0,1018.00
22282,2023-06-06 15:21:15.136985,59.030,167.530,70.740,2023-06-06 15:15:00.000000,30,0.0,0,26.0,5.0,1018.00
22279,2023-06-06 15:16:13.456169,59.890,167.490,70.780,2023-06-06 15:15:00.000000,30,0.0,0,26.0,5.0,1018.00
22276,2023-06-06 15:11:11.770897,58.970,167.360,70.460,2023-06-06 15:00:00.000000,32,0.0,0,26.0,5.0,1018.00
22273,2023-06-06 15:06:10.072682,59.000,167.240,70.720,2023-06-06 15:00:00.000000,34,0.0,0,25.0,5.0,1018.00
22270,2023-06-06 15:01:08.293369,59.690,167.420,70.220,2023-06-06 14:45:00.000000,34,0.0,0,25.0,6.0,1018.00
22267,2023-06-06 14:56:06.626848,59.530,167.500,70.140,2023-06-06 14:45:00.000000,32,0.0,0,26.0,6.0,1018.00
22264,2023-06-06 14:51:04.948362,59.290,167.580,70.200,2023-06-06 14:45:00.000000,32,0.0,0,26.0,6.0,1018.00
22261,2023-06-06 14:46:03.310840,59.480,167.440,69.950,2023-06-06 14:45:00.000000,32,0.0,0,26.0,6.0,1018.00
22258,2023-06-06 14:41:01.516031,59.750,167.410,70.040,2023-06-06 14:30:00.000000,34,0.0,0,25.0,6.0,1018.00
22255,2023-06-06 14:35:59.828629,60.020,167.540,70.190,2023-06-06 14:30:00.000000,32,0.0,0,26.0,6.0,1018.00
22252,2023-06-06 14:30:58.172549,60.180,167.110,69.900,2023-06-06 14:30:00.000000,32,0.0,0,26.0,6.0,1018.00
22249,2023-06-06 14:25:56.482885,59.990,167.410,70.040,2023-06-06 14:15:00.000000,28,0.0,0,26.0,6.0,1018.00
22246,2023-06-06 14:20:54.805604,60.330,167.340,69.920,2023-06-06 14:15:00.000000,37,0.0,0,26.0,6.0,1018.00
22243,2023-06-06 14:15:53.146359,60.520,167.580,69.570,2023-06-06 14:00:00.000000,30,0.0,0,26.0,6.0,1018.00
22240,2023-06-06 14:10:51.362167,60.090,167.330,69.530,2023-06-06 14:00:00.000000,34,0.0,0,25.0,6.0,1018.00
22237,2023-06-06 14:05:49.688732,60.550,167.540,69.150,2023-06-06 14:00:00.000000,34,0.0,0,25.0,6.0,1018.00
22234,2023-06-06 14:00:48.008121,60.230,167.150,68.800,2023-06-06 14:00:00.000000,34,0.0,0,25.0,6.0,1018.00
22231,2023-06-06 13:55:46.119891,60.340,167.310,69.330,2023-06-06 13:45:00.000000,34,0.0,0,25.0,7.0,1018.00
22228,2023-06-06 13:50:46.856502,60.320,167.330,69.830,2023-06-06 13:45:00.000000,34,0.0,0,25.0,7.0,1018.00
22225,2023-06-06 13:45:44.644703,60.730,167.230,70.420,2023-06-06 13:45:00.000000,34,0.0,0,25.0,7.0,1018.00
22222,2023-06-06 13:40:42.951468,61.100,167.500,71.110,2023-06-06 13:30:00.000000,34,0.0,0,25.0,7.0,1018.00
22219,2023-06-06 13:35:41.280364,61.120,167.670,71.290,2023-06-06 13:30:00.000000,34,0.0,0,25.0,7.0,1018.00
22216,2023-06-06 13:30:39.613336,61.270,167.530,71.120,2023-06-06 13:30:00.000000,39,0.0,0,25.0,7.0,1019.00
22213,2023-06-06 13:25:37.921396,60.810,167.280,70.530,2023-06-06 13:15:00.000000,32,0.0,0,26.0,7.0,1018.00
22210,2023-06-06 13:20:36.184495,61.030,167.420,69.970,2023-06-06 13:15:00.000000,32,0.0,0,26.0,7.0,1018.00
22207,2023-06-06 13:15:34.422553,60.930,167.540,70.190,2023-06-06 13:15:00.000000,39,0.0,0,25.0,7.0,1019.00
22204,2023-06-06 13:10:32.500742,61.000,167.250,70.400,2023-06-06 13:00:00.000000,47,0.0,0,24.0,7.0,1019.00
22201,2023-06-06 13:05:30.839388,61.040,167.530,70.650,2023-06-06 13:00:00.000000,47,0.0,0,24.0,7.0,1019.00
22198,2023-06-06 13:00:29.152029,61.340,167.290,70.320,2023-06-06 13:00:00.000000,47,0.0,0,24.0,7.0,1019.00
22195,2023-06-06 12:55:27.492579,61.730,167.470,70.630,2023-06-06 12:45:00.000000,47,0.0,0,24.0,7.0,1019.00
22192,2023-06-06 12:50:25.801898,62.090,167.530,70.450,2023-06-06 12:45:00.000000,39,0.0,0,25.0,7.0,1019.00
22189,2023-06-06 12:45:24.143870,61.920,167.560,70.710,2023-06-06 12:30:00.000000,39,0.0,0,25.0,7.0,1019.00
22186,2023-06-06 12:40:22.467938,61.850,167.500,70.600,2023-06-06 12:30:00.000000,47,0.0,0,24.0,7.0,1019.00
22183,2023-06-06 12:35:20.783606,62.350,167.540,71.020,2023-06-06 12:30:00.000000,47,0.0,0,24.0,7.0,1019.00
22180,2023-06-06 12:30:19.120510,61.920,167.680,71.030,2023-06-06 12:30:00.000000,47,0.0,0,23.0,7.0,1019.00
22177,2023-06-06 12:25:17.481378,62.220,167.890,70.850,2023-06-06 12:15:00.000000,47,0.0,0,23.0,7.0,1019.00
22174,2023-06-06 12:20:15.812329,62.280,167.660,70.680,2023-06-06 12:15:00.000000,47,0.0,0,23.0,7.0,1019.00
22171,2023-06-06 12:15:14.096935,62.150,167.600,71.110,2023-06-06 12:15:00.000000,50,0.0,0,23.0,7.0,1019.00
22168,2023-06-06 12:10:12.423634,62.050,167.410,71.360,2023-06-06 12:00:00.000000,50,0.0,0,23.0,7.0,1019.00
22165,2023-06-06 12:05:10.740561,62.300,167.570,71.590,2023-06-06 12:00:00.000000,50,0.0,0,23.0,7.0,1019.00
22162,2023-06-06 12:00:09.121523,62.290,167.190,71.750,2023-06-06 12:00:00.000000,50,0.0,0,23.0,7.0,1019.00
22159,2023-06-06 11:55:07.331367,62.210,167.190,72.260,2023-06-06 11:45:00.000000,50,0.0,0,23.0,7.0,1019.00
22156,2023-06-06 11:50:05.541723,62.550,167.490,72.610,2023-06-06 11:45:00.000000,50,0.0,0,23.0,7.0,1019.00
22153,2023-06-06 11:45:03.820525,62.890,167.750,73.360,2023-06-06 11:45:00.000000,50,0.0,0,23.0,7.0,1019.00
22150,2023-06-06 11:40:01.975586,62.470,167.530,73.610,2023-06-06 11:30:00.000000,44,0.0,0,24.0,7.0,1019.00
22147,2023-06-06 11:35:00.300518,62.960,167.900,73.930,2023-06-06 11:30:00.000000,50,0.0,0,23.0,7.0,1019.00
22144,2023-06-06 11:29:58.608653,62.740,167.820,73.620,2023-06-06 11:15:00.000000,53,0.0,0,22.0,7.0,1019.00
22141,2023-06-06 11:24:56.829004,63.010,167.840,73.730,2023-06-06 11:15:00.000000,53,0.0,0,22.0,7.0,1019.00
22138,2023-06-06 11:19:55.147705,63.220,167.820,73.850,2023-06-06 11:15:00.000000,47,0.0,0,23.0,7.0,1019.00
22135,2023-06-06 11:14:53.532481,62.770,168.080,74.200,2023-06-06 11:00:00.000000,56,0.0,0,21.0,7.0,1019.00
22132,2023-06-06 11:09:51.712397,62.990,168.050,74.120,2023-06-06 11:00:00.000000,56,0.0,0,21.0,7.0,1019.00
22129,2023-06-06 11:04:50.030684,63.400,168.000,74.380,2023-06-06 11:00:00.000000,56,0.0,0,21.0,7.0,1019.00
22126,2023-06-06 10:59:48.376114,63.390,168.000,74.600,2023-06-06 10:45:00.000000,56,0.0,0,21.0,7.0,1019.00
22123,2023-06-06 10:54:46.718308,62.890,167.970,74.830,2023-06-06 10:45:00.000000,56,0.0,0,21.0,7.0,1019.00
22120,2023-06-06 10:49:45.083272,63.190,168.010,75.140,2023-06-06 10:45:00.000000,53,0.0,0,22.0,7.0,1019.00
22117,2023-06-06 10:44:43.327960,63.170,168.080,75.410,2023-06-06 10:30:00.000000,56,0.0,0,21.0,7.0,1019.00
22114,2023-06-06 10:39:41.078327,63.980,168.130,75.440,2023-06-06 10:30:00.000000,53,0.0,0,22.0,7.0,1019.00
22111,2023-06-06 10:34:39.271224,63.770,168.170,75.790,2023-06-06 10:30:00.000000,56,0.0,0,21.0,7.0,1019.00
22108,2023-06-06 10:29:37.641158,63.570,168.000,76.200,2023-06-06 10:15:00.000000,60,0.0,0,20.0,7.0,1020.00
22105,2023-06-06 10:24:35.841921,63.420,167.970,76.230,2023-06-06 10:15:00.000000,53,0.0,0,22.0,7.0,1019.00
22102,2023-06-06 10:19:34.035078,63.780,167.940,76.870,2023-06-06 10:15:00.000000,60,0.0,0,20.0,7.0,1020.00
22099,2023-06-06 10:14:32.316675,63.460,168.230,77.900,2023-06-06 10:00:00.000000,64,0.0,0,19.0,7.0,1020.00
22096,2023-06-06 10:09:30.694339,63.860,167.850,78.110,2023-06-06 10:00:00.000000,64,0.0,0,19.0,7.0,1020.00
22093,2023-06-06 10:04:28.994327,63.490,167.830,77.800,2023-06-06 10:00:00.000000,64,0.0,0,19.0,7.0,1020.00
22090,2023-06-06 09:59:27.243172,64.100,168.110,77.430,2023-06-06 09:45:00.000000,56,0.0,0,20.0,6.0,1020.00
22087,2023-06-06 09:54:25.583054,64.070,167.800,77.400,2023-06-06 09:45:00.000000,64,0.0,0,19.0,6.0,1020.00
22084,2023-06-06 09:49:23.954959,63.840,168.190,77.460,2023-06-06 09:45:00.000000,64,0.0,0,19.0,6.0,1020.00
22081,2023-06-06 09:44:22.225295,64.180,168.280,77.130,2023-06-06 09:30:00.000000,64,0.0,0,19.0,6.0,1020.00
22078,2023-06-06 09:39:20.602097,63.440,168.560,77.740,2023-06-06 09:30:00.000000,64,0.0,0,19.0,6.0,1020.00
22075,2023-06-06 09:34:18.866719,64.040,168.770,78.210,2023-06-06 09:30:00.000000,64,0.0,0,19.0,6.0,1020.00
22072,2023-06-06 09:29:17.111304,63.990,168.610,78.460,2023-06-06 09:15:00.000000,68,0.0,0,18.0,6.0,1020.00
22069,2023-06-06 09:24:15.323683,64.020,168.720,78.620,2023-06-06 09:15:00.000000,68,0.0,0,18.0,6.0,1020.00
22066,2023-06-06 09:19:13.632642,63.880,168.820,78.910,2023-06-06 09:15:00.000000,68,0.0,0,18.0,6.0,1020.00
22063,2023-06-06 09:14:11.970727,63.780,169.070,80.020,2023-06-06 09:00:00.000000,64,0.0,0,18.0,6.0,1020.00
22060,2023-06-06 09:09:10.330851,63.780,168.970,80.490,2023-06-06 09:00:00.000000,64,0.0,0,18.0,6.0,1020.00
22057,2023-06-06 09:04:08.645264,63.840,169.060,80.280,2023-06-06 09:00:00.000000,64,0.0,0,18.0,6.0,1020.00
22054,2023-06-06 08:59:06.941885,64.050,168.730,80.230,2023-06-06 08:45:00.000000,60,0.0,0,19.0,6.0,1020.00
22051,2023-06-06 08:54:05.299509,63.850,169.170,80.140,2023-06-06 08:45:00.000000,64,0.0,0,18.0,6.0,1020.00
22048,2023-06-06 08:49:03.499827,64.500,168.900,80.200,2023-06-06 08:45:00.000000,64,0.0,0,18.0,6.0,1020.00
22045,2023-06-06 08:44:01.852022,63.900,169.230,79.950,2023-06-06 08:30:00.000000,64,0.0,0,18.0,6.0,1020.00
22042,2023-06-06 08:38:59.950351,64.740,169.140,80.030,2023-06-06 08:30:00.000000,64,0.0,0,18.0,6.0,1020.00
22039,2023-06-06 08:33:58.408534,63.790,169.130,79.810,2023-06-06 08:30:00.000000,64,0.0,0,18.0,6.0,1020.00
22036,2023-06-06 08:28:56.704309,63.850,169.030,79.190,2023-06-06 08:15:00.000000,68,0.0,0,17.0,6.0,1020.00
22033,2023-06-06 08:23:55.018488,64.230,169.090,79.320,2023-06-06 08:15:00.000000,68,0.0,0,18.0,6.0,1020.00
22030,2023-06-06 08:18:53.351226,63.780,169.130,79.050,2023-06-06 08:15:00.000000,68,0.0,0,17.0,6.0,1020.00
22027,2023-06-06 08:13:50.984546,64.060,168.910,79.820,2023-06-06 08:00:00.000000,72,0.0,0,16.0,6.0,1020.00
22024,2023-06-06 08:08:49.185488,63.970,168.740,79.400,2023-06-06 08:00:00.000000,72,0.0,0,16.0,6.0,1020.00
22021,2023-06-06 08:03:47.404882,64.300,168.750,80.040,2023-06-06 08:00:00.000000,72,0.0,0,16.0,6.0,1020.00
22018,2023-06-06 07:58:45.757550,64.630,168.780,80.130,2023-06-06 07:45:00.000000,68,0.0,0,17.0,6.0,1020.00
22015,2023-06-06 07:53:44.058351,64.440,169.300,80.470,2023-06-06 07:45:00.000000,72,0.0,0,16.0,6.0,1020.00
22012,2023-06-06 07:48:42.327057,64.450,169.520,80.930,2023-06-06 07:45:00.000000,68,0.0,0,17.0,6.0,1020.00
22009,2023-06-06 07:43:40.739149,64.390,169.550,81.580,2023-06-06 07:30:00.000000,72,0.0,0,16.0,6.0,1020.00
22006,2023-06-06 07:38:39.158673,64.150,169.370,81.810,2023-06-06 07:30:00.000000,72,0.0,0,16.0,6.0,1020.00
22003,2023-06-06 07:33:37.464908,63.790,169.540,81.750,2023-06-06 07:30:00.000000,72,0.0,0,16.0,6.0,1020.00
22000,2023-06-06 07:28:35.790600,64.420,169.850,82.020,2023-06-06 07:15:00.000000,77,0.0,0,15.0,6.0,1020.00
21997,2023-06-06 07:23:34.153791,64.660,169.750,82.070,2023-06-06 07:15:00.000000,77,0.0,0,15.0,6.0,1020.00
21994,2023-06-06 07:18:32.440894,64.380,169.680,82.100,2023-06-06 07:15:00.000000,68,0.0,0,16.0,6.0,1020.00
21991,2023-06-06 07:13:30.799434,64.520,169.620,82.040,2023-06-06 07:00:00.000000,72,0.0,0,15.0,6.0,1019.00
21988,2023-06-06 07:08:29.097866,64.770,169.670,82.180,2023-06-06 07:00:00.000000,77,0.0,0,14.0,6.0,1020.00
21985,2023-06-06 07:03:27.429715,64.400,169.970,82.350,2023-06-06 07:00:00.000000,77,0.0,0,14.0,6.0,1020.00
21982,2023-06-06 06:58:25.811473,64.330,169.670,82.220,2023-06-06 06:45:00.000000,77,0.0,0,14.0,5.0,1020.00
21979,2023-06-06 06:53:23.673573,64.260,169.950,82.460,2023-06-06 06:45:00.000000,77,0.0,0,14.0,5.0,1020.00
21976,2023-06-06 06:48:21.979398,64.380,169.550,82.460,2023-06-06 06:45:00.000000,72,0.0,0,15.0,5.0,1019.00
21973,2023-06-06 06:43:20.334107,64.470,169.860,82.430,2023-06-06 06:30:00.000000,72,0.0,0,15.0,5.0,1019.00
21970,2023-06-06 06:38:18.649755,64.480,169.840,82.620,2023-06-06 06:30:00.000000,77,0.0,0,14.0,5.0,1020.00
21967,2023-06-06 06:33:17.081888,64.160,169.980,82.690,2023-06-06 06:30:00.000000,77,0.0,0,14.0,5.0,1020.00
21964,2023-06-06 06:28:15.429194,64.270,169.990,82.570,2023-06-06 06:15:00.000000,77,0.0,0,14.0,5.0,1020.00
21961,2023-06-06 06:23:13.612884,64.170,169.860,82.670,2023-06-06 06:15:00.000000,77,0.0,0,14.0,5.0,1020.00
21958,2023-06-06 06:18:11.897496,64.290,169.950,82.380,2023-06-06 06:15:00.000000,77,0.0,0,14.0,5.0,1020.00
21955,2023-06-06 06:13:10.181466,64.580,169.570,82.780,2023-06-06 06:00:00.000000,82,0.0,0,13.0,5.0,1019.00
21952,2023-06-06 06:08:08.533377,64.810,170.050,82.600,2023-06-06 06:00:00.000000,77,0.0,0,14.0,5.0,1019.00
21949,2023-06-06 06:03:06.949257,64.100,170.130,82.890,2023-06-06 06:00:00.000000,77,0.0,0,14.0,5.0,1019.00
21946,2023-06-06 05:58:05.251232,64.580,169.820,82.560,2023-06-06 05:45:00.000000,82,0.0,0,13.0,5.0,1019.00
21943,2023-06-06 05:53:03.587533,64.630,170.030,83.000,2023-06-06 05:45:00.000000,82,0.0,0,13.0,5.0,1019.00
21940,2023-06-06 05:48:01.907385,64.680,169.720,82.860,2023-06-06 05:45:00.000000,82,0.0,0,13.0,5.0,1019.00
21937,2023-06-06 05:43:00.262531,64.790,169.920,82.820,2023-06-06 05:30:00.000000,77,0.0,0,14.0,5.0,1019.00
21934,2023-06-06 05:37:58.438000,64.490,169.830,82.880,2023-06-06 05:30:00.000000,77,0.0,0,14.0,5.0,1019.00
21931,2023-06-06 05:32:56.713017,64.230,170.010,82.970,2023-06-06 05:30:00.000000,82,0.0,0,13.0,5.0,1019.00
21928,2023-06-06 05:27:54.891552,64.710,169.940,83.050,2023-06-06 05:15:00.000000,88,0.0,0,12.0,5.0,1020.00
21925,2023-06-06 05:22:53.223656,64.500,169.890,82.910,2023-06-06 05:15:00.000000,88,0.0,0,12.0,5.0,1020.00
21922,2023-06-06 05:17:51.549217,64.420,170.150,82.980,2023-06-06 05:15:00.000000,88,0.0,0,12.0,5.0,1020.00
21919,2023-06-06 05:12:49.895581,64.650,169.840,83.080,2023-06-06 05:00:00.000000,88,0.0,0,12.0,5.0,1019.00
21916,2023-06-06 05:07:48.101929,64.450,170.080,83.200,2023-06-06 05:00:00.000000,88,0.0,0,12.0,5.0,1019.00
21913,2023-06-06 05:02:46.316695,64.460,169.970,83.150,2023-06-06 05:00:00.000000,88,0.0,0,12.0,5.0,1019.00
21910,2023-06-06 04:57:44.643135,64.610,169.960,83.080,2023-06-06 04:45:00.000000,82,0.0,0,13.0,4.0,1019.00
21907,2023-06-06 04:52:42.983446,64.430,169.970,83.320,2023-06-06 04:45:00.000000,88,0.0,0,12.0,4.0,1019.00
21904,2023-06-06 04:47:41.305453,64.550,169.770,83.190,2023-06-06 04:45:00.000000,88,0.0,0,12.0,4.0,1019.00
21901,2023-06-06 04:42:39.619465,64.650,169.930,83.130,2023-06-06 04:30:00.000000,88,0.0,0,12.0,4.0,1019.00
21898,2023-06-06 04:37:37.863542,64.970,170.070,83.190,2023-06-06 04:30:00.000000,88,0.0,0,12.0,4.0,1019.00
21895,2023-06-06 04:32:36.173750,64.410,170.050,83.200,2023-06-06 04:30:00.000000,88,0.0,0,12.0,4.0,1019.00
21892,2023-06-06 04:27:34.515512,64.760,169.990,83.190,2023-06-06 04:15:00.000000,88,0.0,0,12.0,4.0,1019.00
21889,2023-06-06 04:22:32.827860,64.130,169.750,83.320,2023-06-06 04:15:00.000000,88,0.0,0,12.0,4.0,1019.00
21886,2023-06-06 04:17:31.216892,64.440,169.970,83.270,2023-06-06 04:15:00.000000,88,0.0,0,12.0,4.0,1019.00
21883,2023-06-06 04:12:28.971810,64.890,169.940,83.560,2023-06-06 04:00:00.000000,88,0.0,0,12.0,4.0,1019.00
21880,2023-06-06 04:07:27.291773,64.290,169.930,83.190,2023-06-06 04:00:00.000000,88,0.0,0,12.0,4.0,1019.00
21877,2023-06-06 04:02:25.608855,64.660,170.040,83.410,2023-06-06 04:00:00.000000,88,0.0,0,12.0,4.0,1019.00
21874,2023-06-06 03:57:23.852704,64.640,169.980,83.260,2023-06-06 03:45:00.000000,88,0.0,0,12.0,1.0,1019.00
21871,2023-06-06 03:52:22.163263,64.820,169.890,83.430,2023-06-06 03:45:00.000000,88,0.0,0,12.0,1.0,1019.00
21868,2023-06-06 03:47:20.495992,64.800,170.060,83.240,2023-06-06 03:45:00.000000,88,0.0,0,12.0,1.0,1019.00
21865,2023-06-06 03:42:18.848882,64.810,170.000,83.400,2023-06-06 03:30:00.000000,88,0.0,0,12.0,1.0,1019.00
21862,2023-06-06 03:37:17.139056,64.820,169.920,83.330,2023-06-06 03:30:00.000000,82,0.0,0,13.0,1.0,1019.00
21859,2023-06-06 03:32:15.459638,64.470,169.830,83.330,2023-06-06 03:30:00.000000,88,0.0,0,12.0,1.0,1019.00
21856,2023-06-06 03:27:13.799142,65.080,169.800,83.370,2023-06-06 03:15:00.000000,82,0.0,0,13.0,1.0,1019.00
21853,2023-06-06 03:22:12.129264,64.580,169.980,83.400,2023-06-06 03:15:00.000000,82,0.0,0,13.0,1.0,1019.00
21850,2023-06-06 03:17:10.442842,64.560,169.880,83.490,2023-06-06 03:15:00.000000,82,0.0,0,13.0,1.0,1019.00
21847,2023-06-06 03:12:08.769129,65.960,169.790,83.240,2023-06-06 03:00:00.000000,82,0.0,0,13.0,1.0,1019.00
21844,2023-06-06 03:07:07.002155,64.740,169.800,83.340,2023-06-06 03:00:00.000000,88,0.0,0,13.0,1.0,1019.00
21841,2023-06-06 03:02:05.340061,64.800,170.230,83.300,2023-06-06 03:00:00.000000,82,0.0,0,13.0,1.0,1019.00
21838,2023-06-06 02:57:03.698492,64.820,169.950,83.350,2023-06-06 02:45:00.000000,82,0.0,0,13.0,1.0,1019.00
21835,2023-06-06 02:52:01.970367,64.790,169.770,83.640,2023-06-06 02:45:00.000000,82,0.0,0,13.0,1.0,1019.00
21832,2023-06-06 02:47:00.310468,64.770,169.970,83.350,2023-06-06 02:45:00.000000,82,0.0,0,13.0,1.0,1019.00
21829,2023-06-06 02:41:58.723959,64.760,169.880,83.510,2023-06-06 02:30:00.000000,88,0.0,0,13.0,1.0,1019.00
21826,2023-06-06 02:36:57.067209,64.770,169.700,83.440,2023-06-06 02:30:00.000000,82,0.0,0,13.0,1.0,1019.00
21823,2023-06-06 02:31:55.372492,64.910,169.870,83.380,2023-06-06 02:30:00.000000,88,0.0,0,13.0,1.0,1019.00
21820,2023-06-06 02:26:53.706349,64.710,169.790,83.200,2023-06-06 02:15:00.000000,82,0.0,0,13.0,1.0,1019.00
21817,2023-06-06 02:21:52.065598,64.940,169.760,83.560,2023-06-06 02:15:00.000000,82,0.0,0,13.0,1.0,1019.00
21814,2023-06-06 02:16:50.362964,64.560,169.730,83.680,2023-06-06 02:15:00.000000,82,0.0,0,14.0,1.0,1019.00
21811,2023-06-06 02:11:48.728321,64.690,169.960,83.300,2023-06-06 02:00:00.000000,82,0.0,0,14.0,1.0,1019.00
21808,2023-06-06 02:06:47.007885,64.710,169.730,83.500,2023-06-06 02:00:00.000000,82,0.0,0,14.0,1.0,1019.00
21805,2023-06-06 02:01:45.394947,65.210,169.530,83.260,2023-06-06 02:00:00.000000,82,0.0,0,14.0,1.0,1019.00
21802,2023-06-06 01:56:43.655848,64.900,169.670,83.350,2023-06-06 01:45:00.000000,82,0.0,0,14.0,1.0,1019.00
21799,2023-06-06 01:51:41.996667,64.960,169.670,83.680,2023-06-06 01:45:00.000000,82,0.0,0,14.0,1.0,1019.00
21796,2023-06-06 01:46:40.325127,65.090,169.700,83.490,2023-06-06 01:45:00.000000,82,0.0,0,14.0,1.0,1019.00
21793,2023-06-06 01:41:38.642297,64.970,169.560,83.420,2023-06-06 01:30:00.000000,82,0.0,0,14.0,1.0,1019.00
21790,2023-06-06 01:36:36.978770,65.150,169.810,83.380,2023-06-06 01:30:00.000000,82,0.0,0,14.0,1.0,1019.00
21787,2023-06-06 01:31:35.296808,65.090,169.800,83.350,2023-06-06 01:30:00.000000,82,0.0,0,14.0,1.0,1019.00
21784,2023-06-06 01:26:33.620379,64.980,169.750,83.540,2023-06-06 01:15:00.000000,82,0.0,0,14.0,1.0,1019.00
21781,2023-06-06 01:21:31.534402,65.170,169.880,83.560,2023-06-06 01:15:00.000000,82,0.0,0,14.0,1.0,1019.00
21778,2023-06-06 01:16:29.853508,64.630,169.680,83.450,2023-06-06 01:15:00.000000,82,0.0,0,14.0,1.0,1019.00
21775,2023-06-06 01:11:28.183131,65.100,169.650,83.400,2023-06-06 01:00:00.000000,72,0.0,0,16.0,1.0,1019.00
21772,2023-06-06 01:06:26.538650,65.150,169.440,83.670,2023-06-06 01:00:00.000000,72,0.0,0,16.0,1.0,1019.00
21769,2023-06-06 01:01:24.344412,64.810,169.580,83.450,2023-06-06 01:00:00.000000,72,0.0,0,16.0,1.0,1019.00
21766,2023-06-06 00:56:21.928294,65.140,169.740,83.760,2023-06-06 00:45:00.000000,72,0.0,0,16.0,1.0,1019.00
21763,2023-06-06 00:51:20.269206,65.130,169.500,83.710,2023-06-06 00:45:00.000000,72,0.0,0,16.0,1.0,1019.00
21760,2023-06-06 00:46:18.587591,65.170,169.610,83.660,2023-06-06 00:45:00.000000,72,0.0,0,16.0,1.0,1019.00
21757,2023-06-06 00:41:17.007515,65.190,169.610,83.140,2023-06-06 00:30:00.000000,72,0.0,0,16.0,1.0,1019.00
21754,2023-06-06 00:36:15.340595,64.850,169.500,83.470,2023-06-06 00:30:00.000000,72,0.0,0,16.0,1.0,1019.00
21751,2023-06-06 00:31:13.576204,64.550,169.690,83.900,2023-06-06 00:30:00.000000,72,0.0,0,16.0,1.0,1019.00
21748,2023-06-06 00:26:11.902989,64.840,169.650,83.520,2023-06-06 00:15:00.000000,72,0.0,0,16.0,1.0,1019.00
21745,2023-06-06 00:21:10.217805,64.970,169.460,83.330,2023-06-06 00:15:00.000000,72,0.0,0,16.0,1.0,1019.00
21742,2023-06-06 00:16:08.637876,65.150,169.340,83.540,2023-06-06 00:15:00.000000,72,0.0,0,16.0,1.0,1019.00
21739,2023-06-06 00:11:06.981687,65.210,169.220,83.390,2023-06-06 00:00:00.000000,72,0.0,0,16.0,1.0,1019.00
21736,2023-06-06 00:06:05.268910,64.830,169.570,83.920,2023-06-06 00:00:00.000000,72,0.0,0,16.0,1.0,1019.00
21733,2023-06-06 00:01:03.508669,64.990,169.530,83.800,2023-06-06 00:00:00.000000,72,0.0,0,16.0,1.0,1019.00
21730,2023-06-05 23:56:01.839444,65.240,169.490,83.860,2023-06-05 23:45:00.000000,72,0.0,0,16.0,1.0,1019.00
21727,2023-06-05 23:51:00.111068,65.460,169.520,83.560,2023-06-05 23:45:00.000000,72,0.0,0,16.0,1.0,1019.00
21724,2023-06-05 23:45:58.406515,64.820,169.430,83.520,2023-06-05 23:45:00.000000,72,0.0,0,16.0,1.0,1019.00
21721,2023-06-05 23:40:56.828837,64.820,169.880,83.790,2023-06-05 23:30:00.000000,72,0.0,0,16.0,1.0,1019.00
21718,2023-06-05 23:35:55.142345,65.350,169.320,83.610,2023-06-05 23:30:00.000000,72,0.0,0,16.0,1.0,1019.00
21715,2023-06-05 23:30:53.469050,65.280,169.560,83.630,2023-06-05 23:30:00.000000,72,0.0,0,16.0,1.0,1019.00
21712,2023-06-05 23:25:51.810017,65.020,169.440,83.670,2023-06-05 23:15:00.000000,68,0.0,0,17.0,1.0,1019.00
21709,2023-06-05 23:20:50.190706,65.690,169.490,83.670,2023-06-05 23:15:00.000000,68,0.0,0,17.0,1.0,1019.00
21706,2023-06-05 23:15:48.446396,65.560,169.370,83.880,2023-06-05 23:15:00.000000,64,0.0,0,18.0,1.0,1019.00
21703,2023-06-05 23:10:46.768236,65.000,169.470,83.620,2023-06-05 23:00:00.000000,63,0.0,0,17.0,1.0,1019.00
21700,2023-06-05 23:05:45.117651,65.100,169.360,83.910,2023-06-05 23:00:00.000000,64,0.0,0,18.0,1.0,1019.00
21697,2023-06-05 23:00:43.476172,65.370,169.570,83.810,2023-06-05 23:00:00.000000,64,0.0,0,18.0,1.0,1019.00
21694,2023-06-05 22:55:41.759990,65.260,169.340,83.840,2023-06-05 22:45:00.000000,64,0.0,0,18.0,1.0,1019.00
21691,2023-06-05 22:50:40.074653,65.480,169.350,84.020,2023-06-05 22:45:00.000000,64,0.0,0,18.0,1.0,1019.00
21688,2023-06-05 22:45:38.400534,65.070,169.300,83.970,2023-06-05 22:45:00.000000,64,0.0,0,18.0,1.0,1019.00
21685,2023-06-05 22:40:36.786165,65.440,169.420,83.870,2023-06-05 22:30:00.000000,64,0.0,0,18.0,1.0,1019.00
21682,2023-06-05 22:35:35.153998,65.280,169.410,83.890,2023-06-05 22:30:00.000000,63,0.0,0,17.0,1.0,1019.00
21679,2023-06-05 22:30:33.551954,65.080,169.400,83.690,2023-06-05 22:30:00.000000,64,0.0,0,18.0,1.0,1019.00
